Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,industry_avg_year,Industry_indicator_year,Environmental_Growth
2013, SARTORIUS AG , Germany ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.87%,-0.0087,-0.01728222891566265,1,-0.01868518518518519,1,-7.4468085106382915
2014, SARTORIUS AG , Germany ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.92%,-0.0092,-0.01728222891566265,1,-0.020036206896551726,1,5.747126436781613
2015, SARTORIUS AG , Germany ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-0.83%,-0.0083,-0.01728222891566265,1,-0.023799999999999995,1,-9.782608695652172
2012, SARTORIUS STEDIM BIOTECH SA , France , Research and development (73) ,-0.94%,-0.009399999999999999,-0.027154651162790713,1,-0.023018749999999998,1,
2013, SARTORIUS STEDIM BIOTECH SA , France , Research and development (73) ,-0.97%,-0.0097,-0.027154651162790713,1,-0.02669375,1,3.191489361702149
2015, SARTORIUS STEDIM BIOTECH SA , France , Research and development (73) ,-0.80%,-0.008,-0.027154651162790713,1,-0.02140625,1,-17.525773195876294
2010, SAS AB , Sweden , Air transport (62) ,-11.35%,-0.11349999999999999,-0.19551538461538465,1,-0.1996571428571429,1,
2011, SAS AB , Sweden , Air transport (62) ,-12.24%,-0.12240000000000001,-0.19551538461538465,1,-0.20378461538461534,1,7.841409691629964
2012, SAS AB , Sweden , Air transport (62) ,-11.04%,-0.1104,-0.19551538461538465,1,-0.17058888888888887,1,-9.80392156862746
2013, SAS AB , Sweden , Air transport (62) ,-11.95%,-0.1195,-0.19551538461538465,1,-0.183245,1,8.242753623188403
2014, SAS AB , Sweden , Air transport (62) ,-16.50%,-0.165,-0.19551538461538465,1,-0.21016363636363639,1,38.075313807531394
2015, SAS AB , Sweden , Air transport (62) ,-16.69%,-0.16690000000000002,-0.19551538461538465,1,-0.19411153846153845,1,1.15151515151517
2010, SASOL LTD , South Africa , Petroleum Refinery ,-110.79%,-1.1079,-0.31362627118644065,-1,-0.2439388888888889,-1,
2011, SASOL LTD , South Africa , Petroleum Refinery ,-109.14%,-1.0914,-0.31362627118644065,-1,-0.2228058823529412,-1,-1.4893040888167008
2012, SASOL LTD , South Africa , Petroleum Refinery ,-95.48%,-0.9548000000000001,-0.31362627118644065,-1,-0.26979444444444445,-1,-12.516034451163627
2013, SASOL LTD , South Africa , Petroleum Refinery ,-113.17%,-1.1317,-0.31362627118644065,-1,-0.3179352941176471,-1,18.527440301633824
2014, SASOL LTD , South Africa , Petroleum Refinery ,-99.87%,-0.9987,-0.31362627118644065,-1,-0.3126400000000001,-1,-11.752231156666948
2015, SASOL LTD , South Africa , Petroleum Refinery ,-144.82%,-1.4482,-0.31362627118644065,-1,-0.3700619047619047,-1,45.00851106438368
2016, SASOL LTD , South Africa , Petroleum Refinery ,-135.56%,-1.3556,-0.31362627118644065,-1,-0.6491428571428571,-1,-6.394144455185746
2011, SAVILLS PLC , United Kingdom , Real estate activities (70) ,-0.07%,-0.0007000000000000001,-0.09353862275449104,1,-0.12686428571428573,1,
2012, SAVILLS PLC , United Kingdom , Real estate activities (70) ,-0.08%,-0.0008,-0.09353862275449104,1,-0.08541800000000001,1,14.28571428571428
2013, SAVILLS PLC , United Kingdom , Real estate activities (70) ,-0.13%,-0.0013,-0.09353862275449104,1,-0.08511311475409836,1,62.49999999999998
2014, SAVILLS PLC , United Kingdom , Real estate activities (70) ,-0.13%,-0.0013,-0.09353862275449104,1,-0.08982537313432834,1,0.0
2015, SAVILLS PLC , United Kingdom , Real estate activities (70) ,-0.14%,-0.0014000000000000002,-0.09353862275449104,1,-0.08339200000000001,1,7.692307692307709
2011, SBERBANK ROSSII PAO , Russia ," Financial intermediation, except insurance and pension funding (65) ",-0.75%,-0.0075,-0.0200715181932246,1,-0.00983818181818182,1,
2012, SBERBANK ROSSII PAO , Russia ," Financial intermediation, except insurance and pension funding (65) ",-0.60%,-0.006,-0.0200715181932246,1,-0.024436799999999998,1,-19.999999999999996
2013, SBERBANK ROSSII PAO , Russia ," Financial intermediation, except insurance and pension funding (65) ",-0.56%,-0.005600000000000001,-0.0200715181932246,1,-0.025626760563380282,1,-6.666666666666654
2010, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-21.72%,-0.21719999999999998,-0.19797100371747212,-1,-0.13494857142857145,-1,
2011, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-21.81%,-0.2181,-0.19797100371747212,-1,-0.16747027027027023,-1,0.4143646408839796
2012, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-19.36%,-0.1936,-0.19797100371747212,1,-0.19493095238095237,1,-11.233379183860615
2013, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-22.28%,-0.2228,-0.19797100371747212,-1,-0.20968444444444437,-1,15.082644628099185
2014, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-24.62%,-0.2462,-0.19797100371747212,-1,-0.17749534883720927,-1,10.502692998204676
2015, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-64.55%,-0.6455,-0.19797100371747212,-1,-0.25886415094339627,-1,162.18521527213645
2016, SBM OFFSHORE NV , Netherlands ," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",-78.21%,-0.7820999999999999,-0.19797100371747212,-1,-0.23997142857142859,-1,21.16189000774593
2014, SCENTRE GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-7.75%,-0.0775,-0.0200715181932246,-1,-0.03286305732484076,-1,
2016, SCENTRE GROUP , Australia ," Financial intermediation, except insurance and pension funding (65) ",-10.15%,-0.1015,-0.0200715181932246,-1,-0.021633333333333334,-1,30.967741935483883
2015, SCHAEFFLER AG , Germany , Manufacture of machinery and equipment n.e.c. (29) ,-2.99%,-0.029900000000000003,-0.035553125,1,-0.05671250000000001,1,
2011, SCHINDLER HOLDING AG , Switzerland ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.70%,-0.006999999999999999,-0.022183805668016202,1,-0.007136842105263155,1,
2012, SCHINDLER HOLDING AG , Switzerland ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.64%,-0.0064,-0.022183805668016202,1,-0.0248675,1,-8.571428571428552
2013, SCHINDLER HOLDING AG , Switzerland ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.57%,-0.005699999999999999,-0.022183805668016202,1,-0.027765116279069767,1,-10.93750000000001
2014, SCHINDLER HOLDING AG , Switzerland ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.64%,-0.0064,-0.022183805668016202,1,-0.034148780487804876,1,12.28070175438598
2015, SCHINDLER HOLDING AG , Switzerland ," Manufacture of fabricated metal products, except machinery and equipment (28) ",-0.61%,-0.0060999999999999995,-0.022183805668016202,1,-0.03397954545454545,1,-4.687500000000011
2010, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.09%,-0.0009,-0.0200715181932246,1,-0.006401886792452835,1,
2011, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.10%,-0.001,-0.0200715181932246,1,-0.00983818181818182,1,11.111111111111116
2013, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.06%,-0.0006,-0.0200715181932246,1,-0.025626760563380282,1,-40.0
2014, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.07%,-0.0007000000000000001,-0.0200715181932246,1,-0.03286305732484076,1,16.666666666666696
2015, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.06%,-0.0006,-0.0200715181932246,1,-0.013258677685950414,1,-14.285714285714302
2016, SCHRODERS PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.06%,-0.0006,-0.0200715181932246,1,-0.021633333333333334,1,0.0
2012, SCINOPHARM TAIWAN LIMITED , Taiwan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-4.50%,-0.045,-0.01728222891566265,-1,-0.015482692307692305,-1,
2013, SCINOPHARM TAIWAN LIMITED , Taiwan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-4.48%,-0.044800000000000006,-0.01728222891566265,-1,-0.01868518518518519,-1,-0.4444444444444251
2014, SCINOPHARM TAIWAN LIMITED , Taiwan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-5.27%,-0.0527,-0.01728222891566265,-1,-0.020036206896551726,-1,17.633928571428537
2015, SCINOPHARM TAIWAN LIMITED , Taiwan ," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",-5.65%,-0.0565,-0.01728222891566265,-1,-0.023799999999999995,-1,7.210626185958269
2010, SCREEN HOLDINGS CO LTD , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-0.64%,-0.0064,-0.06319178403755871,1,-0.047122000000000004,1,
2014, SCREEN HOLDINGS CO LTD , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-0.99%,-0.009899999999999999,-0.06319178403755871,1,-0.06420581395348839,1,54.68749999999998
2015, SCREEN HOLDINGS CO LTD , Japan , Manufacture of electrical machinery and apparatus n.e.c. (31) ,-0.85%,-0.0085,-0.06319178403755871,1,-0.07447191011235955,1,-14.141414141414133
2010, SDL PLC , United Kingdom , Computer and related activities (72) ,-0.17%,-0.0017000000000000001,-0.007459477124183003,1,-0.006941666666666666,1,
2011, SDL PLC , United Kingdom , Computer and related activities (72) ,-0.13%,-0.0013,-0.007459477124183003,1,-0.00786923076923077,1,-23.529411764705888
2012, SDL PLC , United Kingdom , Computer and related activities (72) ,-0.26%,-0.0026,-0.007459477124183003,1,-0.007115384615384616,1,100.0
2013, SDL PLC , United Kingdom , Computer and related activities (72) ,-0.22%,-0.0022,-0.007459477124183003,1,-0.008449019607843139,1,-15.384615384615374
2014, SDL PLC , United Kingdom , Computer and related activities (72) ,-0.20%,-0.002,-0.007459477124183003,1,-0.008566666666666667,1,-9.090909090909093
2015, SDL PLC , United Kingdom , Computer and related activities (72) ,-0.19%,-0.0019,-0.007459477124183003,1,-0.006508928571428573,1,-5.000000000000004
2010, SEAGATE TECHNOLOGY , United States , Manufacture of office machinery and computers (30) ,-3.49%,-0.0349,-0.014735897435897436,-1,-0.00976451612903226,-1,
2011, SEAGATE TECHNOLOGY , United States , Manufacture of office machinery and computers (30) ,-3.74%,-0.0374,-0.014735897435897436,-1,-0.011394285714285714,-1,7.163323782234965
2012, SEAGATE TECHNOLOGY , United States , Manufacture of office machinery and computers (30) ,-2.89%,-0.028900000000000002,-0.014735897435897436,-1,-0.01238235294117647,-1,-22.72727272727273
2013, SEAGATE TECHNOLOGY , United States , Manufacture of office machinery and computers (30) ,-3.03%,-0.030299999999999997,-0.014735897435897436,-1,-0.016228205128205123,-1,4.844290657439432
2014, SEAGATE TECHNOLOGY , United States , Manufacture of office machinery and computers (30) ,-3.10%,-0.031,-0.014735897435897436,-1,-0.02130227272727273,-1,2.310231023102327
2015, SEAGATE TECHNOLOGY , United States , Manufacture of office machinery and computers (30) ,-3.07%,-0.030699999999999998,-0.014735897435897436,-1,-0.014506666666666668,-1,-0.967741935483879
2014, SEAWORLD ENTERTAINMENT INC , United States ," Recreational, cultural and sporting activities (92) ",-3.91%,-0.0391,-0.023352631578947368,-1,-0.027428000000000004,-1,
2015, SEAWORLD ENTERTAINMENT INC , United States ," Recreational, cultural and sporting activities (92) ",-3.82%,-0.0382,-0.023352631578947368,-1,-0.023238709677419356,-1,-2.3017902813299407
2016, SEAWORLD ENTERTAINMENT INC , United States ," Recreational, cultural and sporting activities (92) ",-3.93%,-0.0393,-0.023352631578947368,-1,-0.0153625,-1,2.8795811518324665
2010, SEB SA , France , Manufacture of office machinery and computers (30) ,-1.67%,-0.0167,-0.014735897435897436,-1,-0.00976451612903226,-1,
2011, SEB SA , France , Manufacture of office machinery and computers (30) ,-1.95%,-0.0195,-0.014735897435897436,-1,-0.011394285714285714,-1,16.766467065868262
2012, SEB SA , France , Manufacture of office machinery and computers (30) ,-1.45%,-0.014499999999999999,-0.014735897435897436,1,-0.01238235294117647,-1,-25.64102564102565
2013, SEB SA , France , Manufacture of office machinery and computers (30) ,-2.50%,-0.025,-0.014735897435897436,-1,-0.016228205128205123,-1,72.41379310344828
2014, SEB SA , France , Manufacture of office machinery and computers (30) ,-2.85%,-0.0285,-0.014735897435897436,-1,-0.02130227272727273,-1,13.99999999999999
2015, SEB SA , France , Manufacture of office machinery and computers (30) ,-2.43%,-0.024300000000000002,-0.014735897435897436,-1,-0.014506666666666668,-1,-14.736842105263149
2015, SEBANG GLOBAL BATTERY CO LTD , South Korea , Manufacture of machinery and equipment n.e.c. (29) ,-4.63%,-0.0463,-0.035553125,-1,-0.05671250000000001,1,
2010, SECHE ENVIRONNEMENT , France , Real estate activities (70) ,-45.58%,-0.4558,-0.09353862275449104,-1,-0.1175357142857143,-1,
2011, SECHE ENVIRONNEMENT , France , Real estate activities (70) ,-48.67%,-0.4867,-0.09353862275449104,-1,-0.12686428571428573,-1,6.779289161913127
2012, SECHE ENVIRONNEMENT , France , Real estate activities (70) ,-46.77%,-0.4677,-0.09353862275449104,-1,-0.08541800000000001,-1,-3.9038422025888697
2013, SECHE ENVIRONNEMENT , France , Real estate activities (70) ,-41.99%,-0.4199,-0.09353862275449104,-1,-0.08511311475409836,-1,-10.2202266410092
2014, SECHE ENVIRONNEMENT , France , Real estate activities (70) ,-51.16%,-0.5115999999999999,-0.09353862275449104,-1,-0.08982537313432834,-1,21.838532984043812
2015, SECHE ENVIRONNEMENT , France , Real estate activities (70) ,-33.33%,-0.3333,-0.09353862275449104,-1,-0.08339200000000001,-1,-34.85144644253323
2013, SECOM CO LTD , Japan , Other service activities (93) ,-0.25%,-0.0025,-0.051878827361563504,1,-0.07437115384615382,1,
2014, SECOM CO LTD , Japan , Other service activities (93) ,-0.27%,-0.0027,-0.051878827361563504,1,-0.04886481481481481,1,8.000000000000007
2015, SECOM CO LTD , Japan , Other service activities (93) ,-0.25%,-0.0025,-0.051878827361563504,1,-0.030965517241379317,1,-7.4074074074074066
2011, SECURITAS AB , Sweden , Other service activities (93) ,-0.29%,-0.0029,-0.051878827361563504,1,-0.07035000000000001,1,
2012, SECURITAS AB , Sweden , Other service activities (93) ,-0.29%,-0.0029,-0.051878827361563504,1,-0.06019787234042555,1,0.0
2013, SECURITAS AB , Sweden , Other service activities (93) ,-0.33%,-0.0033,-0.051878827361563504,1,-0.07437115384615382,1,13.793103448275868
2014, SECURITAS AB , Sweden , Other service activities (93) ,-0.40%,-0.004,-0.051878827361563504,1,-0.04886481481481481,1,21.212121212121215
2015, SECURITAS AB , Sweden , Other service activities (93) ,-0.37%,-0.0037,-0.051878827361563504,1,-0.030965517241379317,1,-7.499999999999996
2012, SECURITY BANK CORPORATION , Philippines ," Financial intermediation, except insurance and pension funding (65) ",-0.44%,-0.0044,-0.0200715181932246,1,-0.024436799999999998,1,
2010," SEGA SAMMY HOLDINGS, INCORPORATED ", Japan , Manufacture of rubber and plastic products (25) ,-0.65%,-0.006500000000000001,-0.03240547945205479,1,-0.028044444444444445,1,
2011," SEGA SAMMY HOLDINGS, INCORPORATED ", Japan , Manufacture of rubber and plastic products (25) ,-0.42%,-0.0042,-0.03240547945205479,1,-0.026027272727272722,1,-35.384615384615394
2012," SEGA SAMMY HOLDINGS, INCORPORATED ", Japan , Manufacture of rubber and plastic products (25) ,-0.42%,-0.0042,-0.03240547945205479,1,-0.03758333333333334,1,0.0
2013," SEGA SAMMY HOLDINGS, INCORPORATED ", Japan , Manufacture of rubber and plastic products (25) ,-1.08%,-0.0108,-0.03240547945205479,1,-0.028799999999999996,1,157.14285714285717
2014," SEGA SAMMY HOLDINGS, INCORPORATED ", Japan , Manufacture of rubber and plastic products (25) ,-1.11%,-0.0111,-0.03240547945205479,1,-0.03198461538461538,1,2.777777777777768
2015," SEGA SAMMY HOLDINGS, INCORPORATED ", Japan , Manufacture of rubber and plastic products (25) ,-1.32%,-0.0132,-0.03240547945205479,1,-0.03640769230769231,1,18.918918918918905
2010, SEGRO PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-0.89%,-0.0089,-0.0200715181932246,1,-0.006401886792452835,-1,
2011, SEGRO PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-1.08%,-0.0108,-0.0200715181932246,1,-0.00983818181818182,-1,21.34831460674158
2012, SEGRO PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-1.61%,-0.0161,-0.0200715181932246,1,-0.024436799999999998,1,49.07407407407407
2013, SEGRO PLC , United Kingdom ," Financial intermediation, except insurance and pension funding (65) ",-2.44%,-0.024399999999999998,-0.0200715181932246,-1,-0.025626760563380282,1,51.5527950310559
